uid,name,subcounty_uid,subcounty,district_uid,district,region_uid,region,hflevel,ownership
aosaT356c44,St. Balikudembe Clinic,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PFP
Cqbfdqjbcdi,St. Camillus Health Centre III,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,HC III,PNFP
zK4jOLmfhz9,TASO Jinja,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PNFP
LZKogmRms7s,Whispper's Magical Children's Medical Centre,slk9kjRjPP7,Jinja South Division,wRApaxY2zJf,Jinja City,Wd1lV9Qdj4o,Busoga,Clinic,PNFP
EUZupmOWTtg,Bwidhabwangu Health Centre II,a1BUAxYwQ1t,Busedde Subcounty,aJR2ZxSH7g4,Jinja District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
XqLaFT52ll0,Akambye Health,a92Lyf8Vnrg,Butagaya Subcounty,aJR2ZxSH7g4,Jinja District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
CIirnzcYtLI,Iwololo Health Centre II,a92Lyf8Vnrg,Butagaya Subcounty,aJR2ZxSH7g4,Jinja District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
OJAHaxY7rug,Nawampandha Health Centre II,a92Lyf8Vnrg,Butagaya Subcounty,aJR2ZxSH7g4,Jinja District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
h67U9AijmDA,Jinja All Saints Kagoma Health Centre III,fyRAZd94Iko,Buwenge Subcounty,aJR2ZxSH7g4,Jinja District,Wd1lV9Qdj4o,Busoga,HC III,PNFP
QlQ1os9nt4H,Mpendo Packer Medical Centre,fyRAZd94Iko,Buwenge Subcounty,aJR2ZxSH7g4,Jinja District,Wd1lV9Qdj4o,Busoga,HC III,PFP
Tjj8mXWAJKN,Muguluka Flep Health Centre II,fyRAZd94Iko,Buwenge Subcounty,aJR2ZxSH7g4,Jinja District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
n6WNrT4vfWe,Buwenge NGO Hospital,vhabQS0hUcP,Buwenge Town Council,aJR2ZxSH7g4,Jinja District,Wd1lV9Qdj4o,Busoga,General Hospital,PNFP
M57u0nsLcIv,Guardian Cinic,vhabQS0hUcP,Buwenge Town Council,aJR2ZxSH7g4,Jinja District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
zBdYV5ZX5yD,Zeda clinic,vhabQS0hUcP,Buwenge Town Council,aJR2ZxSH7g4,Jinja District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
ikdW0m1mt7H,Kakira Sugar Works Hospital,bzwQwNeos4x,Kakira Town Council,aJR2ZxSH7g4,Jinja District,Wd1lV9Qdj4o,Busoga,General Hospital,PNFP
O6vfH6OfhQs,Lamu Medical Centre,bzwQwNeos4x,Kakira Town Council,aJR2ZxSH7g4,Jinja District,Wd1lV9Qdj4o,Busoga,HC IV,PFP
jgfl8sTTnT6,Bulumba Medical Care,nBZk2ugBiwx,Bumanya Subcounty,kJCEJnXLgnh,Kaliro District,Wd1lV9Qdj4o,Busoga,HC II,PFP
aVWOZt9GIeu,Nabigwali Flep Health Centre II,nBZk2ugBiwx,Bumanya Subcounty,kJCEJnXLgnh,Kaliro District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
dOgKEHNZdQl,Buyuge Flep Health Centre II,acHyc4nCqAg,Gadumire Subcounty,kJCEJnXLgnh,Kaliro District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
waAFO9dc0Rz,Community Health Centre III,LUHdM7WTGOa,Kaliro Town Council,kJCEJnXLgnh,Kaliro District,Wd1lV9Qdj4o,Busoga,HC III,PFP
HzWHiZFqOpb,Dr. Ambrosoli Health Centre III,LUHdM7WTGOa,Kaliro Town Council,kJCEJnXLgnh,Kaliro District,Wd1lV9Qdj4o,Busoga,HC III,PNFP
civVCpMCC6q,Dr. Kibirige's Clinic,LUHdM7WTGOa,Kaliro Town Council,kJCEJnXLgnh,Kaliro District,Wd1lV9Qdj4o,Busoga,HC III,PFP
LMCPij5l9WO,Genesis Psychiatric Clinic,LUHdM7WTGOa,Kaliro Town Council,kJCEJnXLgnh,Kaliro District,Wd1lV9Qdj4o,Busoga,HC II,PFP
JOD4jzkAQIJ,Kaliro Flep Health Centre II,LUHdM7WTGOa,Kaliro Town Council,kJCEJnXLgnh,Kaliro District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
SfyR6Xi56ox,Kaliro Medical Centre,LUHdM7WTGOa,Kaliro Town Council,kJCEJnXLgnh,Kaliro District,Wd1lV9Qdj4o,Busoga,HC III,PFP
c3SYriDFRR6,Mukwano Medical Clinic,LUHdM7WTGOa,Kaliro Town Council,kJCEJnXLgnh,Kaliro District,Wd1lV9Qdj4o,Busoga,HC II,PFP
MfUvm4OTZRW,Musana Community Health Centre IV (Kaliro),LUHdM7WTGOa,Kaliro Town Council,kJCEJnXLgnh,Kaliro District,Wd1lV9Qdj4o,Busoga,HC IV,PFP
NzqOno6JTBr,Reproductive Health Uganda (Kaliro),LUHdM7WTGOa,Kaliro Town Council,kJCEJnXLgnh,Kaliro District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
ppUshP0uu1p,Smart Choice Health Services Health Centre III,LUHdM7WTGOa,Kaliro Town Council,kJCEJnXLgnh,Kaliro District,Wd1lV9Qdj4o,Busoga,HC III,PFP
EYPlRLvDGxp,St. Francis Budini Health Centre III,LUHdM7WTGOa,Kaliro Town Council,kJCEJnXLgnh,Kaliro District,Wd1lV9Qdj4o,Busoga,HC III,PNFP
L0Kkfr9jHum,St. Moses Clinic,LUHdM7WTGOa,Kaliro Town Council,kJCEJnXLgnh,Kaliro District,Wd1lV9Qdj4o,Busoga,HC II,PFP
vIRqBsPtb6c,St. Peters Medical Health Centre III,LUHdM7WTGOa,Kaliro Town Council,kJCEJnXLgnh,Kaliro District,Wd1lV9Qdj4o,Busoga,HC III,PFP
OvnzdYzqHrm,Kaliro Maternity Clinic,q0uWcf0dT41,Kasokwe Subcounty,kJCEJnXLgnh,Kaliro District,Wd1lV9Qdj4o,Busoga,HC III,PFP
NYYthFLhM23,Kanankamba Flep Health Centre II,qMYnyy4UbXl,Namugongo Subcounty,kJCEJnXLgnh,Kaliro District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
bOLLUrgRJES,Kern Health Centre II,zbSnVGJrhQK,Namwiwa Subcounty,kJCEJnXLgnh,Kaliro District,Wd1lV9Qdj4o,Busoga,HC II,PFP
ITeLKXzjm0z,Ernest Christian Community Medical Centre,mjUCsS0uCyL,Nansololo Subcounty,kJCEJnXLgnh,Kaliro District,Wd1lV9Qdj4o,Busoga,HC III,PFP
aEYd4PTcYr9,Nansololo Flep Health Centre II,mjUCsS0uCyL,Nansololo Subcounty,kJCEJnXLgnh,Kaliro District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
NlotJOaRy0K,Nawampiti Dorudo Health Centre II,YoysVtAL2hS,Nawaikoke Subcounty,kJCEJnXLgnh,Kaliro District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
u8Zs7ya0k9o,Mofla Medical Health Centre II,aMxU0CjFNiG,Balawoli Subcounty,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PFP
tblUABgAaZA,Nabulezi Health Centre II,aMxU0CjFNiG,Balawoli Subcounty,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
ptjWwKVSEsQ,Bugulumbya Flep Health Centre II,aMIG8T1OZD7,Bugulumbya Subcounty,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
pxOKxse00iC,God Cares Health Centre II,bw1fnw2gvKX,Bulopa Subcounty,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PFP
b9niqLqoyqP,Bugeywa Health Centre II,v9FD5Gpl9mz,Butansi Subcounty,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
Jwm5lGVgV7r,Helping Hands Health Centre II,mmzJuWJudcF,Kisozi Subcounty,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PFP
eT9EitJKnl9,Ssenyonjo Health Centre II,mmzJuWJudcF,Kisozi Subcounty,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PFP
rMRNQLVmpYB,St. Kizito Kiyunga Health Centre II,mmzJuWJudcF,Kisozi Subcounty,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
s1LH73FP6Ck,Kisozi Flep Health Centre III,c3J4Zw762sU,Kisozi Town Council,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC III,PNFP
M7IdNzIwa32,Budhatemwa Health Centre II,ipwsQpJqSTw,Kitayunjwa Subcounty,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
ls1qw0oUS2X,Child and Family Health Centre II,ipwsQpJqSTw,Kitayunjwa Subcounty,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PFP
T0oqCwE0vOw,Naminage Health Centre II,ipwsQpJqSTw,Kitayunjwa Subcounty,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
SyvXEPay46Q,Namisambya Health Centre II,ipwsQpJqSTw,Kitayunjwa Subcounty,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
ybcveLb40hN,Nawango Orthodox Health Centre II,ipwsQpJqSTw,Kitayunjwa Subcounty,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
DLHAeBCBkdX,Mother Kevin HC III,aKVAF30coFQ,Mbulamuti Subcounty,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC III,PNFP
xbPDAfUJaWQ,Country Side Health Centre II,ZTuSeOtiQni,Namasagali Subcounty,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
vDgKm6DxfXD,Kasozi Health Centre II Ngo,ZTuSeOtiQni,Namasagali Subcounty,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
w2MZEIgK2rd,Malugulya Health Centre II,ZTuSeOtiQni,Namasagali Subcounty,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
mMBSETGkWgO,Pigeon General Medical Health Centre II,Gan4ZpklmQi,Namwendwa Town Council,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PFP
Lgs45wMr4Ua,Bupadhengo Flep Health Centre II,Jty2W5j6aWP,Nawanyago Subcounty,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
tbeQC8kTgVd,Nawanyago Health Centre III,U8ftxAGtXlZ,Nawanyago Town Council,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC III,PNFP
N9bldmcAAXQ,Dungu Clinic,C4Gn1IRKEmg,Northern Division,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PFP
lCNjvOwBgzK,Family Nursing Home Health Centre III,C4Gn1IRKEmg,Northern Division,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC III,PFP
avKz7P8ctz4,Fellowship Medical Health Centre III,C4Gn1IRKEmg,Northern Division,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC III,PNFP
alRiCwuGAG4,Kamuli Health Care Emergency Health Centre III,C4Gn1IRKEmg,Northern Division,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC III,PFP
Zix3B1axH9x,Kamuli Mission Hospital,C4Gn1IRKEmg,Northern Division,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,General Hospital,PNFP
MuEEyevRWNS,Mase Medical Health Centre II,C4Gn1IRKEmg,Northern Division,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PFP
dW9JP4uSm97,Premier Medical Health Centre III,C4Gn1IRKEmg,Northern Division,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC III,PFP
K4vcVLxpP5W,St. Francis Medical Centre (Kamuli),C4Gn1IRKEmg,Northern Division,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PFP
dTp3hFJe2Mg,Gofine Clinic,juYr1hfsZT2,Southern Division,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PFP
jMhZSQG44HV,Hope Medical Health Centre II,juYr1hfsZT2,Southern Division,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PFP
oc8ujb45hAw,Kamuli Flep Vsc Health Centre II,juYr1hfsZT2,Southern Division,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
fjAv3xEyJDY,Musana Community Health Centre IV,juYr1hfsZT2,Southern Division,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC IV,PNFP
ajRh92ixvsF,Luzinga Flep Health Centre II,uO3WnJBCEq5,Wankole Subcounty,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
jGREJcjBUb4,Mirembe Medical Health Centre II,uO3WnJBCEq5,Wankole Subcounty,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PFP
rxZ1ArHoehw,St. Catherine Health Centre II,uO3WnJBCEq5,Wankole Subcounty,oyygQ2STBST,Kamuli District,Wd1lV9Qdj4o,Busoga,HC II,PFP
PuSvMFDx1H6,Busalamu Ngo Health Centre II,QIuZPS9HZlu,Bukanga Subcounty,hn1AlYtF1Pu,Luuka District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
LBGJIu5yim8,Cure Medical Centre,QIuZPS9HZlu,Bukanga Subcounty,hn1AlYtF1Pu,Luuka District,Wd1lV9Qdj4o,Busoga,HC II,PFP
sCyAs9yytOk,Suubi Health Centre III,QIuZPS9HZlu,Bukanga Subcounty,hn1AlYtF1Pu,Luuka District,Wd1lV9Qdj4o,Busoga,HC III,PNFP
upJ4ORiIFxs,Budhana Health Centre II,M85YNgaQCoM,Bukooma Subcounty,hn1AlYtF1Pu,Luuka District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
lZ0jegnJbzh,Buyoga Health Centre II,M85YNgaQCoM,Bukooma Subcounty,hn1AlYtF1Pu,Luuka District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
OeJNhyifqPp,Naigobya Lutheran Health Centre II,M85YNgaQCoM,Bukooma Subcounty,hn1AlYtF1Pu,Luuka District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
L3C3YjvXtRE,Naigobya Udha Health Centre II,M85YNgaQCoM,Bukooma Subcounty,hn1AlYtF1Pu,Luuka District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
JBHKUfSjfy3,Nawansega Health Centre III,M85YNgaQCoM,Bukooma Subcounty,hn1AlYtF1Pu,Luuka District,Wd1lV9Qdj4o,Busoga,HC III,PNFP
NUGrnUsiqje,Pearl Diagnostic Clinic,M85YNgaQCoM,Bukooma Subcounty,hn1AlYtF1Pu,Luuka District,Wd1lV9Qdj4o,Busoga,HC II,PFP
EUE5ld3anIE,Nana Health Centre II,vTfdVf6ncdV,Ikumbya Subcounty,hn1AlYtF1Pu,Luuka District,Wd1lV9Qdj4o,Busoga,HC II,PFP
Hdf6312jYMP,Boorch Health Centre II,u2qKXP2Yt49,Irongo Subcounty,hn1AlYtF1Pu,Luuka District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
JwSwHr0F0MJ,Nawanyago Ngo Health Centre II,u2qKXP2Yt49,Irongo Subcounty,hn1AlYtF1Pu,Luuka District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
oDNhzNv4uhM,St. Claret Health Centre III,QBs5UwEfnge,Luuka Town Council,hn1AlYtF1Pu,Luuka District,Wd1lV9Qdj4o,Busoga,HC III,PNFP
ixEWdKHeLOK,Luuka Community Health Centre II,aTqees1o4V6,Nawampiti Subcounty,hn1AlYtF1Pu,Luuka District,Wd1lV9Qdj4o,Busoga,HC II,PFP
Yhk8Jfw22H9,Boorch Health Centre III,aotTeLfiAZB,Waibuga Subcounty,hn1AlYtF1Pu,Luuka District,Wd1lV9Qdj4o,Busoga,HC III,PFP
WeIIG6Cxs4E,Mawundo Health Centre III,aotTeLfiAZB,Waibuga Subcounty,hn1AlYtF1Pu,Luuka District,Wd1lV9Qdj4o,Busoga,HC III,PNFP
O6TYEDR7sjP,Buluba Hospital,mXkgYpPVevL,Baitambogwe Subcounty,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,General Hospital,PNFP
FP2aDFL0opz,Hope Medical Centre,N66jkBVzjnC,Bugadde Town Council,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,HC II,PFP
KDFo3P72P9d,Kauma Medical Centre,N66jkBVzjnC,Bugadde Town Council,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,HC II,PFP
ACSxpJX5LxM,Smart Choice Medical Centre,N66jkBVzjnC,Bugadde Town Council,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,HC II,PFP
dDGnJy0fVxF,Mairinya Health Centre II,fA4gHLINj8q,Bukabooli Subcounty,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
W8iHiYGNTUM,Nawampongo Health Centre III,fA4gHLINj8q,Bukabooli Subcounty,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,HC III,PNFP
TmzJ0R3LTy5,Buyemba Health Centre II,cb19xb8BO6Q,Bukatube Subcounty,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
FPENxnEHmc7,Kyando Health Centre II,cb19xb8BO6Q,Bukatube Subcounty,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
GTYUYJ2Ueyu,Kaluba Health Centre III,ZbMUQHETUwO,Busakira Subcounty,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,HC III,PNFP
lCEffRvoU53,Buwaya Health Centre II,dQPA0d35Rve,Buwaaya Subcounty,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
KoskE9810WZ,Healing Grace Medical Centre,VrN4YeR370f,Imanyiro Subcounty,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,HC III,PNFP
fRHlNr8B7Qf,Mayuge Community Health Clinic,VrN4YeR370f,Imanyiro Subcounty,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,HC II,PFP
YV7y1jVps8G,Sunrise Clinic,s2a0yLa3g2f,Kityerera Subcounty,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
BZnjlWdw7cL,Bachi Medical Clinic,i0k9dngRg7o,Magamaga Town Council,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
uNeAgPDqNxT,Magamaga Domiciliary Clinic,i0k9dngRg7o,Magamaga Town Council,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
oIyPA3rpL0t,St. Josephine Clinic,i0k9dngRg7o,Magamaga Town Council,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,HC II,PFP
n2UWmVWhQJ3,Tujje Medical Clinic,i0k9dngRg7o,Magamaga Town Council,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,HC II,PFP
yQR0hnREV7t,Blue Medical Clinic,tSwz19SGiY4,Malongo Subcounty,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,HC II,PFP
MenDHJ5T9TA,Bacathy Clinic,PfhLA9YVg8z,Mayuge Town Council,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
ApFb8QxbMmc,Bainho General Medical Care,PfhLA9YVg8z,Mayuge Town Council,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,HC II,PFP
hNkgEQv1B6n,Bardf Clinic,PfhLA9YVg8z,Mayuge Town Council,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
E9i9VFFjcoe,Canaan Medical Centre,PfhLA9YVg8z,Mayuge Town Council,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,HC II,PFP
yDsIVwnQTnb,J. K. Pancrass Medical Clinic,PfhLA9YVg8z,Mayuge Town Council,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
nOaWaKxKCpC,Lameka Clinic,PfhLA9YVg8z,Mayuge Town Council,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
Xg0Ged1Jcng,Mayuge Doctors' Plaza Medical Centre,PfhLA9YVg8z,Mayuge Town Council,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,HC III,PFP
zDswtMT2PM0,Mercies Clinic,PfhLA9YVg8z,Mayuge Town Council,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
Grizxll7Z5i,Rapha Medical Clinic,PfhLA9YVg8z,Mayuge Town Council,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,HC II,PFP
FqLM2WtYXDc,Sam Medical Clinic,PfhLA9YVg8z,Mayuge Town Council,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
Ze7Gtfvokdw,St. Sosi Peter Medical Centre Mayuge,PfhLA9YVg8z,Mayuge Town Council,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,HC II,PFP
VKtgNboWvmA,True Image Medical Centre,PfhLA9YVg8z,Mayuge Town Council,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
nzfJdwZuyr8,Maina Health Centre II,M3Pmx8tT6Z0,Mpungwe Subcounty,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
nNZTeyNCD7C,St. Camillus Medical Centre,QMYSsdVCuem,Wairasa Subcounty,mv4gKtY0qW8,Mayuge District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
s3KGtzqaMyJ,Busiro Church of God Health Centre III,kGk6ZytfQ1R,Banda Subcounty,Ut0ysYGEipO,Namayingo District,Wd1lV9Qdj4o,Busoga,HC III,PNFP
CnzSBNkUBIH,Lico Health Centre III,kGk6ZytfQ1R,Banda Subcounty,Ut0ysYGEipO,Namayingo District,Wd1lV9Qdj4o,Busoga,HC III,PFP
zSvdFQRU9Xw,Lugala Community Health Centre II,kGk6ZytfQ1R,Banda Subcounty,Ut0ysYGEipO,Namayingo District,Wd1lV9Qdj4o,Busoga,HC II,PFP
EHJGNTovyjU,Sednet Health Centre II,kGk6ZytfQ1R,Banda Subcounty,Ut0ysYGEipO,Namayingo District,Wd1lV9Qdj4o,Busoga,HC II,PFP
ByENsUmShVG,Mpanga Health Centre II,umzGjVN9LWy,Buhemba Subcounty,Ut0ysYGEipO,Namayingo District,Wd1lV9Qdj4o,Busoga,HC II,PFP
ayBh8ous7GK,Buswale St. Matia Health Centre III,XW7unjyUCe8,Buswale Subcounty,Ut0ysYGEipO,Namayingo District,Wd1lV9Qdj4o,Busoga,HC III,PNFP
a4qvKbfSybp,Hukeseho Health Centre III,BNyMSSfYf4F,Buyinja Subcounty,Ut0ysYGEipO,Namayingo District,Wd1lV9Qdj4o,Busoga,HC III,PNFP
y6p5eLimu2C,Biwihi Health Centre II,vVPVrsAB7xN,Lolwe Subcounty,Ut0ysYGEipO,Namayingo District,Wd1lV9Qdj4o,Busoga,HC II,PFP
Hkw29W1Zsgo,URHC Health Centre II,LLAbaUTIKKz,Mutumba Subcounty,Ut0ysYGEipO,Namayingo District,Wd1lV9Qdj4o,Busoga,HC II,PFP
rbYBCrqL1cM,Dembe Health Centre II,BB2J33NR7Dx,Namayingo Town Council,Ut0ysYGEipO,Namayingo District,Wd1lV9Qdj4o,Busoga,HC II,PFP
oM03Sv735qF,Holy Ressurection Health Centre II,BB2J33NR7Dx,Namayingo Town Council,Ut0ysYGEipO,Namayingo District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
wRGmmrOLtVc,Santa Medical Centre,BB2J33NR7Dx,Namayingo Town Council,Ut0ysYGEipO,Namayingo District,Wd1lV9Qdj4o,Busoga,HC II,PFP
EBdY5zwbN8C,Shalom Medical Centre,BB2J33NR7Dx,Namayingo Town Council,Ut0ysYGEipO,Namayingo District,Wd1lV9Qdj4o,Busoga,Clinic,PFP
QwGfB2lBQHe,Taoky Medical Clinic,BB2J33NR7Dx,Namayingo Town Council,Ut0ysYGEipO,Namayingo District,Wd1lV9Qdj4o,Busoga,HC II,PFP
vGZ0e3IGMny,Victory Medical Centre,BB2J33NR7Dx,Namayingo Town Council,Ut0ysYGEipO,Namayingo District,Wd1lV9Qdj4o,Busoga,HC III,PFP
N9vaQzeDeI0,Bugobi (Ngo) Health Centre II,MzHx79UsWAd,Bulange Subcounty,esIUe2tQAtL,Namutumba District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
HLoEBkSltLj,Kisowozi Health Centre II,FNKf692yj8f,Ivukula Subcounty,esIUe2tQAtL,Namutumba District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
L04tDDkt7CP,Namalemba- Nsoola Health Centre II,Jc70rDN6l2B,Magada Subcounty,esIUe2tQAtL,Namutumba District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
oo6NPR1LpVp,Mazuba Health Centre II - Ngo,F5pNYn6wt74,Mazuba Subcounty,esIUe2tQAtL,Namutumba District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
adW7QMFjyjd,Mpulira Health Centre II - Ngo,JuHyETsfvLS,Nabweyo Subcounty,esIUe2tQAtL,Namutumba District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
cFuBcFolwHe,Bukonte Ngo Health Centre III,JKPWrXg7zuC,Naiwaikona Subcounty,esIUe2tQAtL,Namutumba District,Wd1lV9Qdj4o,Busoga,HC III,PNFP
QfsdBGdGrV5,Nawaikona Health Centre II,JKPWrXg7zuC,Naiwaikona Subcounty,esIUe2tQAtL,Namutumba District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
By2MpYVigct,Igerera Health Centre II,aqumUYpc1O3,Namutumba Subcounty,esIUe2tQAtL,Namutumba District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
x9oCy78uzUl,Kasedhere/Nawanpandu Health Centre II,aqumUYpc1O3,Namutumba Subcounty,esIUe2tQAtL,Namutumba District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
hJXcSlfvXVL,Kigalama (Ngo) Health Centre II,aqumUYpc1O3,Namutumba Subcounty,esIUe2tQAtL,Namutumba District,Wd1lV9Qdj4o,Busoga,HC II,PNFP
hVbjEMIWfJi,Namutumba Community Hospital,mxXMXq6WhXr,Namutumba Town Council,esIUe2tQAtL,Namutumba District,Wd1lV9Qdj4o,Busoga,General Hospital,PFP
KMKSbxhedfy,AAR Buganda Road Branch,zNdkt1W9dcu,Central Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
hE3E3nXNUjX,AAR City Centre,zNdkt1W9dcu,Central Division,aXmBzv61LbM,Kampala District,GIpyzaSuEgM,Kampala,HC II,PFP
